INFO:werkzeug:[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:8080
INFO:werkzeug:[33mPress CTRL+C to quit[0m
INFO:werkzeug: * Restarting with watchdog (windowsapi)
WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 389-734-814
INFO:werkzeug:[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:8080
INFO:werkzeug:[33mPress CTRL+C to quit[0m
INFO:werkzeug: * Restarting with watchdog (windowsapi)
WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 389-734-814
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\optimize\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\nose\\plugins\\skip.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\nose\\plugins\\deprecated.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\nose\\tools\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\nose\\tools\\nontrivial.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\nose\\tools\\trivial.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\notebook\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\notebook_shim\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\numba\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\numba\\core\\errors.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\numba\\core\\types\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\numba\\core\\types\\abstract.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\numba\\core\\types\\containers.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\numba\\core\\types\\functions.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\numba\\core\\types\\iterators.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\numba\\core\\types\\misc.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\numba\\core\\types\\npytypes.py', reloading
INFO:werkzeug: * Restarting with watchdog (windowsapi)
WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 389-734-814
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\prompt_toolkit\\formatted_text\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\prompt_toolkit\\formatted_text\\ansi.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\prompt_toolkit\\formatted_text\\html.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\prompt_toolkit\\shortcuts\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\prompt_toolkit\\shortcuts\\prompt.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\prompt_toolkit\\shortcuts\\utils.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\ptyprocess\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pure_eval\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pycparser\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pydocstyle\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pylint\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pylint\\__pkginfo__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyls\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyls_jsonrpc\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyls_spyder\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyparsing\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyparsing\\util.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyparsing\\exceptions.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyparsing\\actions.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyparsing\\results.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyparsing\\core.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyparsing\\helpers.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyparsing\\unicode.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\PyQt5\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pyreadline\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pytest\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\_version.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\_code\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\_code\\code.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\assertion\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\cacheprovider.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\capture.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\config\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\config\\exceptions.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\config\\argparsing.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\fixtures.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\freeze_support.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\legacypath.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\logging.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\main.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\mark\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\mark\\structures.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\monkeypatch.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\nodes.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\outcomes.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\pytester.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\python.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\python_api.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\recwarn.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\reports.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\_pytest\\runner.py', reloading
INFO:werkzeug: * Restarting with watchdog (windowsapi)
WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 389-734-814
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\signal\\_bsplines.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\signal\\_filter_design.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\signal\\_fir_filter_design.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\signal\\_ltisys.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\signal\\_lti_conversion.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\signal\\_signaltools.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\signal\\_spectral_py.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\signal\\_wavelets.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\signal\\_peak_finding.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\signal\\_czt.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\spatial\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\spatial\\_kdtree.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\spatial\\_plotutils.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\version.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\__config__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scripts\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\seaborn\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\skimage\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sniffio\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sniffio\\_impl.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\snowballstemmer\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sortedcollections\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sortedcontainers\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sortedcontainers\\sorteddict.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sortedcontainers\\sortedlist.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sortedcontainers\\sortedset.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sortedcollections\\nearestdict.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sortedcollections\\ordereddict.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sortedcollections\\recipes.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\soupsieve\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\soupsieve\\util.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sphinx\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sphinxcontrib\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\spyder\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\spyder_kernels\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\stack_data\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\statsmodels\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\statsmodels\\_version.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\release.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\sympify.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\cache.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\basic.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\traversal.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\singleton.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\expr.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\symbol.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\numbers.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\power.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\mul.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\add.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\mod.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\relational.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\multidimensional.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\function.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\evalf.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\containers.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\exprtools.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\parameters.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\sorting.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\logic\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\logic\\boolalg.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\logic\\inference.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\assumptions\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\assumptions\\assume.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\assumptions\\ask.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\assumptions\\refine.py', reloading
INFO:werkzeug: * Restarting with watchdog (windowsapi)
WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 389-734-814
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\simplify\\cse_main.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\simplify\\epathtools.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\simplify\\hyperexpand.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\simplify\\radsimp.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\simplify\\trigsimp.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\simplify\\powsimp.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\simplify\\combsimp.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\simplify\\gammasimp.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\simplify\\ratsimp.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\sets\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\sets\\sets.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\sets\\fancysets.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\sets\\contains.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\sets\\conditionset.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\sets\\ordinals.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\sets\\powerset.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\solvers.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\core\\assumptions.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\diophantine\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\diophantine\\diophantine.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\recurr.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\ode\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\ode\\subscheck.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\ode\\ode.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\polysys.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\pde.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\deutils.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\inequalities.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\decompogen.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\solvers\\solveset.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\common.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\dense.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\matrices.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\sparse.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\sparsetools.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\immutable.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\slice.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\blockmatrix.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\funcmatrix.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\special.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\inverse.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\matadd.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\matmul.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\matpow.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\matexpr.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\trace.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\transpose.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\adjoint.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\hadamard.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\determinant.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\diagonal.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\dotproduct.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\kronecker.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\matrices\\expressions\\permutation.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\geometry\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\geometry\\point.py', reloading
